cluster,cluster_label,type,year,title,abstract,city,country,theme_primary,case_study_flag,id
62,Industrial Fermentation,patent,2006,"PRODUCTION OF CHEMICALS FROM LIGNOCELLULOSE, BIOMASS OR SUGARS",The subject invention relates to newly isolated organisms from nature that produce L(+)-lactic acid high yield from hexose and pentose sugars found in biomass. Organisms and processes or methods for the production of lactic acid and other industrially important chemicals from cellulose and hemicellulose are also provided.,Gainesville,,,False,223t2121403g7036b2l5t36115k3u1n551s4nn
62,Industrial Fermentation,patent,2007,Recombinant hosts suitable for simultaneous saccharification and fermentation,"The invention provides recombinant host cells containing at least one heterologous polynucleotide encoding a polysaccharase under the transcriptional control of a surrogate promoter capable of increasing the expression of the polysaccharase. In addition, the invention further provides such hosts with genes encoding secretory protein/s to facilitate the secretion of the expressed polysaccharase. Preferred hosts of the invention are ethanologenic and capable of carrying out simultaneous saccharification fermentation resulting in the production of ethanol from complex cellulose substrates.",Gainesville,US,,False,3r1g64133g436sd2e486s1395m3g6665s565y
62,Industrial Fermentation,patent,2007,Gene encoding formate dehydrogenases D & E and method for preparing succinic acid using the same,"Nucleotide sequences encoding formate dehydrogenases D &#x26; E and a method for preparing succinic acid using the same, more particularly, formate dehydrogenases D &#x26; E converting formate to carbon dioxide and hydrogen, fdhD and fdhE nucleotide sequences encoding the formate dehydrogenases D &#x26; E, recombinant vectors containing the nucleotide sequences, microorganisms transformed with the recombinant vectors, and a method for preparing succinic acid using the transformed microorganism.",Daejeon,KR,,False,2q6o2841241t1h1a6b3s4h3o505x6w5r64q1e61
62,Industrial Fermentation,patent,2008,CLONING AND SEQUENCING OF PYRUVATE DECARBOXYLASE (PDC) GENES FROM BACTERIA AND USES THEREFOR,"The invention provides isolated nucleic acids molecules which encode pyruvate decarboxylase enzymes having improved decarboxylase activity, substrate affinity, thermostability, and activity at different pH. The nucleic acids of the invention also have a codon usage which allows for high expression in a variety of host cells. Accordingly, the invention provides recombinant expression vectors containing such nucleic acid molecules, recombinant host cells comprising the expression vectors, host cells further comprising other ethanologenic enzymes, and methods for producing useful substances, e.g., acetaldehyde and ethanol, using such host cells.",Gainesville,US,,True,2k6e6q1u5s2y2q2w1j2h431x6n4o4e1d584a456l
62,Industrial Fermentation,patent,2008,Gene encoding malic enzyme and method for preparing succinic acid using the same,"A nucleotide sequence encoding a malic enzyme and a method for preparing succinic acid using the same, more particularly, a maeB nucleotide sequence encoding a malic enzyme B having the activity of converting pyruvic acid or pyruvate to malic acid or malate, or vice versa, a recombinant vector containing the gene, a microorganism transformed with the recombinant vector, and a method for preparing succinic acid using the transformed microorganism.",Yuseong-gu,KR,,False,6z1t72d1q2kz2i5so3h724b5w3ma6o5n4n2
62,Industrial Fermentation,patent,2008,NOVEL RUMEN BACTERIA VARIANTS AND PROCESS FOR PREPARING SUCCINIC ACID EMPLOYING THE SAME,"Provided are novel rumen bacterial mutants resulted from the disruption of a lactate dehydrogenase gene (ldhA) and a pyruvate formate-lyase gene (pfl) from rumen bacteria; a novel bacterial mutant ( Mannheimia sp. LPK7) having disruptions of a ldhA, a pfl,a phosphotransacetylase gene (pta), and a acetate kinase gene (ackA); a novel bacterial mutant ( Mannheimia sp. LPK4) having disruptions of a ldhA, a pfl, and a phosphoenolpyruvate carboxylase gene (ppc) involved in the immobilization of CO 2 in a metabolic pathway of producing succinic acid; and a method for producing succinic acid, characterized by culture of the above mutants in anaerobic conditions. The bacterial mutants have the property of producing succinic acid at high concentration while producing little or no organic acids, as compared to the prior wild-type strains of producing various organic acids. Thus, the bacterial mutants are useful as strains for the industrial production of succinic acid.",Daejeon,KR,,True,5f3x3x171b364rv402ay1s5g6h2y27566j5z
62,Industrial Fermentation,patent,2009,Materials and methods for efficient lactic acid production,The present invention provides derivatives of ethanologenic Escherichia coli K011 constructed for the production of lactic acid. The transformed E. coli of the invention are prepared by deleting the genes that encode competing pathways followed by a growth-based selection for mutants with improved performance. These transformed E. coli are useful for providing an increased supply of lactic acid for use in food and industrial applications.,Sycamore,US,,False,2e6n1d6a2h3h4t3x535i6d4a5d3p3m1b6j5m1a21
62,Industrial Fermentation,patent,2009,Methods for the production of 3-methylamino-1-(thiene-2-yl)-propane-1-ol,"The present invention relates to enzymic and nonenzymic processes for preparing 3-methylamino-1-(thien-2-yl)propan-1-ol; as well as to enzymes for implementing these processes; and to nucleic acid sequences encoding these enzymes, to expression cassettes containing these nucleic acid sequences, to vectors and to recombinant hosts.",Rodersheim- Gronau,DE,,False,1b40o2g3241q3e64183d4c4u4pxzo26354k
62,Industrial Fermentation,patent,2009,Gene encoding fumarate hydratase C and use thereof,"A nucleotide sequence encoding a fumarate hydratase C and a method for preparing succinic acid using the same, more particularly, a fumarate hydratase C having the activity of converting malate to fumarate, a fumC nucleotide sequence encoding the fumarate hydratase C, a recombinant vector containing the nucleotide sequence, a microorganism transformed with the recombinant vector, and a method for preparing succinic acid using the transformed microorganism.",Daejeon,KR,,False,5l5p2d3e6b521j6yk523x56y632e1d521z5y28
62,Industrial Fermentation,patent,2010,Enhanced Alcohol Tolerant Microorganism and Methods of Use Thereof,"Embodiments of the present invention provide methods and compositions for microorganisms having increased alcohol tolerance. In certain embodiments, methods for using such microorganisms, and methods for identifying gene or genetic regions responsible for increased alcohol tolerance are contemplated.",Denver,US,,False,243j2k1l2fy423b1w2l1r311w2z5c3e2g532h64
62,Industrial Fermentation,patent,2010,Esterases and their use for processes for kinetic resolution of butinolesters,New enzymes having esterase activity and their use for processes for kinetic resolution of butinolesters.,Greifswald,DE,,False,4u611s3w06b3e3g1sg113f1o1533k153b1e3k
62,Industrial Fermentation,patent,2010,Method For Producing Optically Active Alcohols From Alkanones Using a Dehydrogenase of Azoarcus,"The invention relates to a method for producing the optically active alkanols of formula (I), wherein n is an integer of from 0 to 5; Cyc represents an optionally substituted, mononuclear or polynuclear, saturated or unsaturated, carbocylic or heterocyclic ring, and R 1 represents halogen, SH, OH, NO 2 , NR 2 R 3 or NR 2 R 3 R 4+ X &#x2212; , wherein R 2 , R 3 and R 4 independently represent H or a lower alkyl or lower alkoxy group and X &#x2212; represents a counterion. According to the invention, an enzyme (E) selected from the groups of dehydrogenases, aldehyde reductases and carbonyl reductases is incubated in a medium containing the alkanone of formula (II), wherein n, Cyc and R 1 are defined as above, in the presence of reduction equivalents. The compound of formula (II) is enzymatically reduced to the compound of formula (I) and the reduction equivalents consumed during reaction are regenerated by reacting a sacrificial alcohol to the corresponding sacrificial ketone using enzyme (E) and at least partially removing the sacrificial ketone from the reaction medium, and then isolating the product (I) so produced.",Rodersheim-Gronau,DE,,False,601c5v4ybw3ay3m3s3n5j1s6tv5at361i3
62,Industrial Fermentation,patent,2010,Method for production of (1S)-3-chloro-1-(2-thienyl)-propan-1-ol using alcohol dehydrogenase from thermoanaerobacter,"A process for preparing optically active (1S)-3-chloro-1-(2-thienyl)propan-1-ol of the formula I by, in a medium comprising 3-chloro-1-(2-thienyl)propan-1-one of the formula II reducing this compound to the compound of the formula I by means of an alcohol dehydrogenase from the Thermoanaerobacter genus, and isolating the product formed in substantially enantiomerically pure form.",Darmstadt,DE,,False,111c3x48lf4p6e12b06r6u2bj695h1zq5a
62,Industrial Fermentation,patent,2010,Method for the production of isobutanol by recombinant yeast,"Methods for the fermentative production of four carbon alcohols is provided. Specifically, butanol, preferably isobutanol is produced by the fermentative growth of a recombinant bacterium expressing an isobutanol biosynthetic pathway.",Newark,US,,False,2r6f6n1j186v695c54576y2k3v1e6u2l403w4q6f
62,Industrial Fermentation,patent,2010,"MICROORGANISMS FOR THE PRODUCTION OF 1,4-BUTANEDIOL","The invention provides non-naturally occurring microbial organisms comprising a 1,4-butanediol (BDO) pathway comprising at least one exogenous nucleic acid encoding a BDO pathway enzyme expressed in a sufficient amount to produce BDO. The invention additionally provides methods of using such microbial organisms to produce BDO.",San Diego,US,,False,4g6lsl2k3h174i6h6d6g3c7248l2u2ab6s2m
62,Industrial Fermentation,patent,2011,DNA CODING FOR PROTEIN HAVING D-LACTIC ACID DEHYDROGENASE ACTIVITY AND USE THEREOF,"This invention provides a polynucleotide that encodes a protein having lactate dehydrogenase activity and such protein that can be used for producing D-lactic acid. This polynucleotide has the nucleotide sequence as shown in SEQ ID NO: 1 (a), and it hybridizes under stringent conditions with a probe comprising all or part of the nucleotide sequence as shown in SEQ ID NO: 1 or a complementary strand thereof and encodes a protein having D-lactate dehydrogenase activity (b).",Aichi-gun,JP,,False,4du186v2y135tj4u6626491m2e5a4o1z6m1w1a
62,Industrial Fermentation,patent,2011,PROCESS FOR THE PREPARATION OF (S)-BUTAN-2-OL,"The present invention relates to enzymic processes for preparing S-butan-2-ol; and to enzymes for carrying out said processes; to nucleic acid sequences coding for said enzymes, to expression cassettes, vectors and recombinant hosts containing said nucleic acid sequences.",Rodersheim-Gronau,DE,,False,2z5p17nf4i6g4b566l3w5a3zo181g366d5k20
62,Industrial Fermentation,patent,2011,ENZYMATIC REDUCTION FOR PRODUCING OPTICALLY ACTIVE ALCOHOLS,"A process for preparing optically active alkanols of the formula I in which n is an integer from 0 to 5; Cyc is an optionally substituted, mono- or polynuclear, saturated or unsaturated, carbocyclic or heterocyclic ring, and R 1 is halogen, SH, OH, NO 2 , NR 2 R 3 or NR 2 R 3 R 4+ X &#x2212; , with R 2 , R 3 and R 4 independently of one another being hydrogen or a lower alkyl or lower alkoxy radical and X &#x2212; being a counterion, which process comprises incubating in a medium comprising alkanone of the formula II &#x2003;in which n, Cyc and R 1 are as defined above, an enzyme having a polypeptide sequence (i) SEQ ID NO: 1 or (ii) in which, compared to SEQ ID NO:1, up to 25% of the amino acid radicals have been altered by deletion, insertion, substitution or a combination thereof and which retains at least 50% of the enzymic activity of SEQ ID NO:1, with the compound of the formula II being enzymically reduced to give the compound of the formula I, and isolating the product formed.",R¿dersheim-Gronau,DE,,False,6u1m1lm5a384b58g345n5e6de4c91w1p3c2n
62,Industrial Fermentation,patent,2011,"Aldolases, nucleic acids encoding them and methods for making and using them","This invention relates to polypeptides having aldolase activity, including pyruvate activity such as, without limitation, HMG and/or KHG aldolase activity, polynucleotides encoding these polypeptides, and methods of making and using these polynucleotides and polypeptides. In some embodiments, the invention is directed to polypeptides having aldolase activity, including pyruvate activity such as, without limitation, HMG and/or KHG aldolase activity, including thermostable and thermotolerant activity, and polynucleotides encoding these enzymes, and making and using these polynucleotides and polypeptides. The polypeptides in accordance with the invention can be used in a variety of pharmaceutical, agricultural and industrial contexts. In some embodiments, the invention provides polypeptides and biosynthetic pathways that are useful in the production of R-2-hydroxy 2-(indol-3ylmethyl)-4-keto glutaric acid (R-MP) and certain stereoisomers of monatin, such as R,R and S,R monatin, and salts thereof, as well as certain stereoisomers of monatin derivatives, such as the R,R and S,R configurations, and salts thereof.",San Diego,US,,False,3h596v3o1r4v5z93d3a3t3rd5j1243l06t40
62,Industrial Fermentation,patent,2011,Microbial hydrogen-producing process and system thereof,"The present invention provides a microbial hydrogen-producing process, comprising: providing at least one Clostridium microbe and at least one Bacillus microbe; and co-culturing said at least one Clostridium microbe and said at least one Bacillus microbe in a fermentation culture system to produce hydrogen. The present invention also provides a microbial hydrogen-producing system, characterized by that the system comprises at least one Clostridium microbe and at least one Bacillus microbe, and it uses an organic waste medium as the substrate to perform a hydrogen-producing fermentation having high efficiency, high stability, and high reproducibility.",Taichung City,TW,,False,4p2a142y443p5u2t1t256717115l3n2x43u5o2u
62,Industrial Fermentation,patent,2011,"Host Cells and Methods for Producing 3-Methyl-2-buten-1-ol, 3-Methyl-3-buten-1-ol, and 3-Methyl-butan-1-ol","The invention provides for a method for producing a 5-carbon alcohol in a genetically modified host cell. In one embodiment, the method comprises culturing a genetically modified host cell which expresses a first enzyme capable of catalyzing the dephosphorylation of an isopentenyl pyrophosphate (IPP) or dimethylallyl diphosphate (DMAPP), such as a Bacillus subtilis phosphatase (YhfR), under a suitable condition so that 5-carbon alcohol is 3-methyl-2-buten-1-ol and/or 3-methyl-3-buten-1-ol is produced. Optionally, the host cell may further comprise a second enzyme capable of reducing a 3-methyl-2-buten-1-ol to 3-methyl-butan-1-ol, such as a reductase.",Berkeley,US,,False,2i6k6ej51131n3k3lw516v1v2r6j6c5n3w63p
62,Industrial Fermentation,patent,2011,"Methods and organisms for the growth-coupled production of 1,4-butanediol","The invention provides a non-naturally occurring microorganism comprising one or more gene disruptions, the one or more gene disruptions occurring in genes encoding an enzyme obligatory to coupling 1,4-butanediol production to growth of the microorganism when the gene disruption reduces an activity of the enzyme, whereby the one or more gene disruptions confers stable growth-coupled production of 1,4-butanediol onto the non-naturally occurring microorganism. The microorganism can further comprise a gene encoding an enzyme in a 1,4-butanediol (BDO) biosynthetic pathway. The invention additionally relates to methods of using microorganisms to produce BDO.",Bellefonte,US,,False,4f6v6g2y1m2s5h525z5n2g6m5k681s4w2d1n1q
62,Industrial Fermentation,patent,2011,Materials and methods for the efficient production of acetate and other products,"The subject invention provides materials and methods wherein unique and advantageous combinations of gene mutations are used to direct carbon flow from sugars to a single product. The techniques of the subject invention can be used to obtain products from native pathways as well as from recombinant pathways. In preferred embodiments, the subject invention provides new materials and methods for the efficient production of acetate and pyruvic acid.",Gainesville,US,,False,2o36n5c1e10d1f1e6e6l6m5gqk4z673y2l2b
62,Industrial Fermentation,patent,2011,Methods for the synthesis of olefins and derivatives,The invention provides a method of producing acrylic acid. The method includes contacting fumaric acid with a sufficient amount of ethylene in the presence of a cross-metathesis transformation catalyst to produce about two moles of acrylic acid per mole of fumaric acid. Also provided is an acrylate ester. The method includes contacting fumarate diester with a sufficient amount of ethylene in the presence of a cross-metathesis transformation catalyst to produce about two moles of acrylate ester per mole of fumarate diester. An integrated process for process for producing acrylic acid or acrylate ester is provided which couples bioproduction of fumaric acid with metathesis transformation. An acrylic acid and an acrylate ester production also is provided.,San Diego,US,,False,u286p3o4p302f3j3u182z4g4r4m5m455b5z5m6t
62,Industrial Fermentation,patent,2011,"COMPOSITIONS AND METHODS FOR THE BIOSYNTHESIS OF 1,4-BUTANEDIOL AND ITS PRECURSORS","The invention provides a non-naturally occurring microbial organism having 4-hydroxybutanoic acid (4-HB) and 1,4-butanediol (1,4-BDO) biosynthetic pathways. The pathways include exogenous nucleic acids encoding a) an &#x3b1;-ketoglutarate decarboxylase; b) a 4-hydroxybutanoate dehydrogenase; c) a 4-hydroxybutyryl-CoA:acetyl-CoA transferase or a butyrate kinase and a phosphotransbutyrylase; d) an aldehyde dehydrogenase, and e) an alcohol dehydrogenase, wherein the exogenous nucleic acids are expressed in sufficient amounts to produce 1,4-butanediol (1,4-BDO). Also provide is a method for the production of 1,4-BDO. The method includes culturing the non-naturally occurring microbial organism having 4-HB and 1,4-BDO biosynthetic pathways substantially anaerobic conditions for a sufficient period of time to produce 1,4-BDO.",San Diego,US,,True,2x5c415z1h4g13v66n6e5y123w5fg5l3f5p52
62,Industrial Fermentation,patent,2011,MICROBIAL FERMENTATION OF GASEOUS SUBSTRATES TO PRODUCE ALCOHOLS,"The present invention relates to methods for increasing the efficiency of anaerobic fermentation processes (1) that produce acetate as a by-product in addition to a desired product, and (2) that can utilize hydrogen and/or carbon dioxide in the fermentation. The method comprises the steps of converting acetate produced by the fermentation process into hydrogen gas and carbon dioxide gas, and utilizing hydrogen gas and/or carbon dioxide gas obtained from the acetate conversion in the anaerobic fermentation process. In particular aspects, the invention relates to processes of producing alcohols, particularly ethanol.",Auckland,NZ,,False,1v153t4p642445g5q3m1y81k5v6t193cb1m6d
62,Industrial Fermentation,patent,2011,Methods for production of xylitol in microorganisms,The invention provides biosynthetic routes to xylitol production that do not require pure D -xylose for synthesis and that can utilize inexpensive substrates such as hemicellulose hydrolysates.,Arlington Heights,,,False,6w5h1v1n3m557385n5m6y206u3xl141p444k5d
62,Industrial Fermentation,patent,2012,Process for producing optically active alcohols employing an dehydrogenase derived from Azoarcus sp. EbN1,"A process for preparing optically active alcohols of the formula Ia or Ib in which R 1 ,R 2 are alkyl, alkenyl, aryl, or alkylaryl groups which may in turn be substituted one or more times by alkyl, halogen, SH, SR 2 , OH, OR 2 , NO 2 , CN, CO, COOR 2 , NR 2 R 3 or NR 2 R 3 R 4+ X, where R 2 , R 3 and R 4 are independently of one another H or a lower alkyl or lower alkoxy radical, and X &#x2212; is a counter ion, with the proviso that R 1 is not equal to R 2, by reducing the corresponding ketone, where the reduction is carried out with a dehydrogenase having the polypeptide sequence of SEQ ID NO: 2 or NO: 4, or with a polypeptide sequence in which up to 25% of the amino acid residues are altered by comparison with SEQ ID NO: 2 or NO: 4 by deletion, insertion, substitution or a combination thereof.",Darmstadt,DE,,False,q62w22236n1i364d255f15453z2v2x3n324c
62,Industrial Fermentation,patent,2012,IMPROVED FERMENTATION OF GASEOUS SUBSTRATES,"The invention relates to the microbial fermentation of gaseous substrates, particularly to gas/liquid contact modules and bioreactors configured to improve the efficiency of fermentations, particularly microbial fermentations of substrates comprising CO. In a particular embodiment, a gas/liquid contact module with multiple channels is configured to produce products in a liquid fermentation broth. In a further particular embodiment, there is provided a method of fermentation of a gaseous substrate to produce a product in a liquid fermentation broth.",Parnell,NZ,,False,5l6ze6k5u6h6j44273c4m3u1c2e1cg3k5k69
62,Industrial Fermentation,patent,2012,REDUCTION OF THE TOXIC EFFECT OF IMPURITIES FROM RAW MATERIALS BY EXTRACTIVE FERMENTATION,"There are provided bioproducts and methods of improving production of the bioproducts from engineered microbial cells, the methods comprising: providing a fermentation broth comprising a crude carbon source; inoculating said fermentation broth with said microbial cells; and incubating the inoculated fermentation broth; wherein said bioproduct is a hydrophobic solvent immiscible with said fermentation broth, and wherein a toxic side product present in said crude carbon source is soluble in said hydrophobic solvent. Also, provided are kits for practicing the methods of improving production of bioproducts.",So. San Francisco,US,,False,nc6644554z5y5y5h5m423yy4c2k3v2x2nz4m
62,Industrial Fermentation,patent,2012,Biofuel production,"Methods, enzymes, recombinant microorganism, and microbial systems are provided for converting polysaccharides, such as those derived from biomass, into suitable monosaccharides or oligosaccharides, as well as for converting suitable monosaccharides or oligosaccharides into commodity chemicals, such as biofuels. Commodity chemicals produced by the methods described herein are also provided. Commodity chemical enriched, refinery-produced petroleum products are also provided, as well as methods for producing the same.",ALBANY,US,,True,721h1t32221z23956e3c2e26106b13196n5j3n
62,Industrial Fermentation,patent,2012,ENGINEERED MICROORGANISMS CAPABLE OF PRODUCING TARGET COMPOUNDS UNDER ANAEROBIC CONDITIONS,"The present invention is generally provides recombinant microorganisms comprising engineered metabolic pathways capable of producing C3-C5 alcohols under aerobic and anaerobic conditions. The invention further provides ketol-acid reductoisomerase enzymes which have been mutated or modified to increase their NADH-dependent activity or to switch the cofactor preference from NADPH to NADH and are expressed in the modified microorganisms. In addition, the invention provides isobutyraldehyde dehydrogenase enzymes expressed in modified microorganisms. Also provided are methods of producing beneficial metabolites under aerobic and anaerobic conditions by contacting a suitable substrate with the modified microorganisms of the present invention.",Denver,US,,False,v351e6q1jy621t31323p6d6j3b2f1a6g6t1v72
62,Industrial Fermentation,patent,2012,Methods and compositions for producing hydrocarbons,"Compositions and methods for producing hydrocarbons such as aldehydes, alkanes, and alkenes are described herein. Certain hydrocarbons can be used in biofuels.",SOUTH SAN FRANCISCO,US,,True,5d376y46v4u5l1u1t61a6cr3q57234i5k3958
62,Industrial Fermentation,patent,2012,PRODUCTION OF C5-C8 ALCOHOLS USING EVOLVED ENZYMES AND METABOLICALLY ENGINEERED MICROORGANISMS,"Provided herein are metabolically-modified microorganisms useful for producing biofuels. More specifically, provided herein are methods of producing higher alcohols including C5-C8 alcohol from a suitable substrate.",Los Angeles,US,,True,5e5w4n3z3q1z424p5r4k2g4i223215g36w1v5
62,Industrial Fermentation,patent,2012,Anaerobic fermentation of glycerol,"The invention relates to the development of appropriate cultivation conditions for a bacteria to grow anaerobically (fermentatively) on a glycerol substrate. The method requires culturing bacteria having a functional 1,2-propanediol pathway and a functional type II glycerol dehydrogenase-dihydroxyacetone kinase pathway in a culture medium containing high concentrations of glycerol, a neutral to mildly acidic pH, low levels of potassium and phosphate, and high levels of CO2, such that glycerol is thus converted into a desirable product, such as ethanol, hydrogen, formate, succinate, or 1,2-propanediol.",Houston,US,,False,3f3j10m4h702z2v3s42703m43695j396051i3p
62,Industrial Fermentation,patent,2012,Methylbutanol as an advanced biofuel,"This invention describes genes, metabolic pathways, microbial strains and methods to produce methyl butanol and other compounds of interest from renewable feedstocks.",Solana Beach,US,,True,701138m4f6h73342k6m1523o4q1a1c644uj3w
62,Industrial Fermentation,patent,2012,Alcohol production process,"The invention relates to methods for the production of alcohols by microbial fermentation, particularly microbial fermentation of substrates comprising glycerol and/or acetate, to butanol.","Parnell, Auckland",NZ,,False,6s3h5z5856184h5j3c1b3w5k5f523o1d8fk46
62,Industrial Fermentation,patent,2012,"Microorganisms for the production of 1,4-butanediol and related methods","The invention provides non-naturally occurring microbial organisms comprising a 1,4-butanediol (BDO) pathway comprising at least one exogenous nucleic acid encoding a BDO pathway enzyme expressed in a sufficient amount to produce BDO and further optimized for expression of BDO. The invention additionally provides methods of using such microbial organisms to produce BDO.",SAN DIEGO,US,,False,132044g596b2i3g2f4t6j4g404ny35712m602g
62,Industrial Fermentation,patent,2012,Hexatriene-β-carbonyl compound,"A label with which labeling is easy when labeling a molecule, i.e., a label that has a high reaction rate upon labeling and that produces a high reaction yield, as well as a precursor for the production of the label are provided. This is achieved by a hexatriene-&#x3b2;-carbonyl compound represented by Formula (I), a hexatriene-&#x3b2;-carbonyl compound represented by Formula (II), a hexatriene-&#x3b2;-carbonyl compound represented by Formula (III) and a hexatriene-&#x3b2;-carbonyl compound represented by Formula (IV). (wherein R 1 , R 2 , R 3 , R 4 , R 5 , X 1 , X 2 and Z are as defined in the specification)",Osaka,JP,,False,175m19081s30112j2g2d4e3u68625f385h732
62,Industrial Fermentation,patent,2012,Dimethyloctane as an advanced biofuel,"This invention describes genes, metabolic pathways, microbial strains and methods to produce 2,6-dimethyloctane as an advanced biofuel from renewable feedstocks.",Solana Beach,US,,True,1e5b4b5ml2o3z94c76t1y5y6g5e6p441aw2m
62,Industrial Fermentation,patent,2012,Regioselective alkane hydroxylation with a mutant AlkB enzyme,"AlkB from Pseudomonas putida was engineered using in-vivo directed evolution to hydroxylate small chain alkanes. Mutant AlkB-BMO1 hydroxylates propane and butane at the terminal carbon at a rate greater than the wild-type to form 1-propanol and 1-butanol, respectively. Mutant AlkB-BMO2 similarly hydroxylates propane and butane at the terminal carbon at a rate greater than the wild-type to form 1-propanol and 1-butanol, respectively. These biocatalysts are highly active for small chain alkane substrates and their regioselectivity is retained in whole-cell biotransformations.",Seeheim-Jugenheim,DE,,False,5g4fh4o2731582l6803d1g1m61252s3z2k2k67
62,Industrial Fermentation,patent,2012,ALCOHOL PRODUCTION PROCESS,"The invention relates to biological processes for producing one or more desired products, including alcohols such as ethanol and butanol. The processes comprise carrying out first and second fermentations of substrates in first and second bioreactors, wherein each fermentation produces one or more desired products and/or one or more by-products that can be utilized in the other fermentation. A product and/or by-product of the first fermentation is introduced to the second bioreactor during the fermentation, and a product and/or by-product of the second fermentation is introduced to the first bioreactor during the fermentation.",Auckland,NZ,,False,391768224043j4t5k1k6455r4x3f38li4k6w
62,Industrial Fermentation,patent,2012,NOVEL BACTERIA AND METHODS OF USE THEREOF,A novel class of bacteria is described which has improved efficiency in the production of thanol by anaerobic fermentation of substrates containing carbon monoxide.,Mount Albert Auckland,NZ,,False,6n382h2n134c3m71s4y3ay3n293g5c3w70396y
62,Industrial Fermentation,patent,2012,MICROBIAL ALCOHOL PRODUCTION PROCESS,"The invention relates to the production of alcohols by microbial fermentation, particularly to production of alcohols by microbial fermentation of substrates comprising CO. It more particularly relates to processes for the production of alcohols from their corresponding acids in the presence of a substrate comprising CO. In particular embodiments, a fermentation reaction producing acid(s) and optionally alcohol(s) is perturbed such that at least a portion one or more of acid(s) is converted to alcohol.","Parnell, Aucland",NZ,,False,5b532c3t5k6o4k3r4z506c3h3r3k111i654p392f
62,Industrial Fermentation,patent,2012,ENGINEERED MICROORGANISMS WITH ENHANCED FERMENTATION ACTIVITY,"Provided herein are genetically modified microorganisms that have enhanced fermentation activity, and methods for making and using such microorganisms.",Carlsbad,US,,False,z22l116z2k5x2o2t5a5z6666i1q3w931141a
62,Industrial Fermentation,patent,2012,METHODS FOR PRODUCING END-PRODUCTS FROM CARBON SUBSTRATES,"The present invention provides means for the production of desired end-products of in vitro and/or in vivo bioconversion of biomass-based feed stock substrates, including but not limited to such materials as starch and cellulose. In particularly preferred embodiments, the methods of the present invention do not require gelatinization and/or liquefaction of the substrate. In particularly preferred embodiments, the present invention provides means for the production of ethanol.",Belvidere,US,,False,726d1e2u2a4z383t1p4z5tc3km494d57262k34
62,Industrial Fermentation,patent,2012,"Process for the biological production of 1,3-propanediol from glycerol with high yield","The present invention provides a method for the anaerobic production of 1,3 propanediol, by culturing a Clostridium strain in an appropriate culture medium comprising glycerol as a source of carbon, wherein said Clostridium strain does not produce substantially other products of the glycerol metabolism selected among the group consisting of: butyrate, lactate, butanol and ethanol, and recovering of 1,3-propanediol.",Deyme,FR,,False,v5e271v6r19g24542a3sx5558662n6n5r1b42
62,Industrial Fermentation,patent,2013,Method and device for microbial production of a certain product and methane,"The process according to the invention for the microbial production of a specific product and methane comprises the following steps: a) the production in a bioreactor ( 2, 10 ) of a specific product from a specific substrate using a specific organism, the producer, wherein during the production of this product metabolites such as e.g. low-molecular alcohols, aldehydes and acids, hydrogen and CO 2 , which may inhibit the production of the product, are obtained; and b) the production of methane by means of a methanogen, wherein in the production of the methane at least one metabolite is decomposed and by this means removed from the bioreactor ( 2, 10 ) and its energy is made usable.",Scheyern-Fernhag,DE,,False,5f5k8663e254o1s5h2k2l44q5b11113g16j6q
62,Industrial Fermentation,patent,2013,"NOVEL DEHYDROGENASES, THE DERIVATIVES THEREOF, AND METHOD FOR THE PRODUCTION OF OPTICALLY ACTIVE ALKANOLS","The present invention relates to proteins having an enzymatic activity of reducing substituted alkanones such as 3-methylamino-1-(2-thienyl)-propan-1-one. The invention furthermore relates to nucleic acids coding for said proteins, nucleic acid constructs, vectors, genetically modified microorganisms and to methods for preparing optically active substituted alkanols, such as, for example, (S)-3-methylamino-1-(2-thienyl)-(S)-propanol.",Darmstadt,DE,,False,172703b5c2e5t190ipv5w3t2w4n3s6r733i
62,Industrial Fermentation,patent,2013,Ethanol production in non-recombinant hosts,"Non-recombinant bacteria that produce ethanol as the primary fermentation product, associated nucleic acids and polypeptides, methods for producing ethanol using the bacteria, and kits are disclosed.",Oakland,US,,False,2l1h2a1w1jf2f4u6r5o2z3z13s3y5x1vv2d6j
62,Industrial Fermentation,patent,2013,"Aldolases, Nucleic Acids Encoding Them and Methods for Making and Using Them","This invention relates to polypeptides having aldolase activity, including pyruvate activity such as, without limitation, HMG and/or KHG aldolase activity, polynucleotides encoding these polypeptides, and methods of making and using these polynucleotides and polypeptides. In some embodiments, the invention is directed to polypeptides having aldolase activity, including pyruvate activity such as, without limitation, HMG and/or KHG aldolase activity, including thermostable and thermotolerant activity, and polynucleotides encoding these enzymes, and making and using these polynucleotides and polypeptides. The polypeptides in accordance with the invention can be used in a variety of pharmaceutical, agricultural and industrial contexts. In some embodiments, the invention provides polypeptides and biosynthetic pathways that are useful in the production of R-2-hydroxy 2-(indol-3ylmethyl)-4-keto glutaric acid (R-MP) and certain stereoisomers of monatin, such as R,R and S,R monatin, and salts thereof, as well as certain stereoisomers of monatin derivatives, such as the R,R and S,R configurations, and salts thereof.",Del Mar,US,,False,6y454uc42v2im6q4y3a5bm3r4d4w1x69t6k
